id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed
1011,Dipplin,170,4,97,"grass, dragon","supersweet-syrup, gluttony, sticky-hold","body-slam, take-down, hyper-beam, growth, solar-beam",80,80,110,95,80,40
1012,Poltchageist-Counterfeit,62,1,11,"grass, ghost","hospitality, heatproof","absorb, mega-drain, solar-beam, stun-spore, night-shade",40,45,45,74,54,50
1013,Sinistcha-Unremarkable,178,2,22,"grass, ghost","hospitality, heatproof","hyper-beam, absorb, mega-drain, solar-beam, stun-spore",71,60,106,121,80,70
1014,Okidogi,278,18,922,"poison, fighting","toxic-chain, guard-dog","fire-punch, ice-punch, thunder-punch, body-slam, take-down",88,128,115,58,86,80
1015,Munkidori,278,10,122,"poison, psychic","toxic-chain, frisk","scratch, psybeam, hyper-beam, toxic, confusion",88,75,66,130,90,106
1016,Fezandipiti,278,14,301,"poison, fairy","toxic-chain, technician","swords-dance, wing-attack, fly, double-kick, take-down",88,91,82,70,125,99
1017,Ogerpon,275,12,398,grass,defiant,"swords-dance, slam, vine-whip, double-kick, take-down",80,120,84,60,96,110
1018,Archaludon,300,20,600,"steel, dragon","stamina, sturdy, stalwart","swords-dance, body-slam, take-down, double-edge, leer",90,105,130,125,65,85
1019,Hydrapple,270,18,930,"grass, dragon","supersweet-syrup, regenerator, sticky-hold","body-slam, take-down, double-edge, hydro-pump, hyper-beam",106,80,110,120,80,44
1020,Gouging-Fire,295,35,5900,"fire, dragon",protosynthesis,"stomp, double-kick, body-slam, take-down, double-edge",105,115,121,65,93,91
1021,Raging-Bolt,295,52,4800,"electric, dragon",protosynthesis,"stomp, body-slam, take-down, double-edge, roar",125,73,91,137,89,75
1022,Iron-Boulder,295,15,1625,"rock, psychic",quark-drive,"swords-dance, horn-attack, body-slam, take-down, double-edge",90,120,80,68,108,124
1023,Iron-Crown,295,16,1560,"steel, psychic",quark-drive,"swords-dance, body-slam, take-down, double-edge, leer",90,72,100,122,108,98
1024,Terapagos,90,2,65,normal,tera-shift,"headbutt, body-slam, take-down, double-edge, roar",90,65,85,65,85,60
1025,Pecharunt,300,3,3,"poison, ghost",poison-puppeteer,"toxic, night-shade, recover, withdraw, defense-curl",88,88,160,88,88,88
10001,Deoxys-Attack,270,17,608,psychic,pressure,"mega-punch, fire-punch, ice-punch, thunder-punch, cut",50,180,20,180,20,150
10002,Deoxys-Defense,270,17,608,psychic,pressure,"mega-punch, fire-punch, ice-punch, thunder-punch, cut",50,70,160,70,160,90
10003,Deoxys-Speed,270,17,608,psychic,pressure,"mega-punch, fire-punch, ice-punch, thunder-punch, cut",50,95,90,95,90,180
10004,Wormadam-Sandy,148,5,65,"bug, ground","anticipation, overcoat","gust, tackle, psybeam, hyper-beam, solar-beam",60,79,105,59,85,36
10005,Wormadam-Trash,148,5,65,"bug, steel","anticipation, overcoat","gust, tackle, psybeam, hyper-beam, solar-beam",60,69,95,69,95,36
10006,Shaymin-Sky,270,4,52,"grass, flying",serene-grace,"swords-dance, headbutt, take-down, double-edge, hyper-beam",100,103,75,120,75,127
10007,Giratina-Origin,340,69,6500,"ghost, dragon",levitate,"cut, fly, headbutt, body-slam, take-down",150,120,100,120,100,90
10008,Rotom-Heat,182,3,3,"electric, fire",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic",50,65,107,105,107,86
10009,Rotom-Wash,182,3,3,"electric, water",levitate,"hydro-pump, thunder-shock, thunderbolt, thunder-wave, thunder",50,65,107,105,107,86
10010,Rotom-Frost,182,3,3,"electric, ice",levitate,"blizzard, thunder-shock, thunderbolt, thunder-wave, thunder",50,65,107,105,107,86
10011,Rotom-Fan,182,3,3,"electric, flying",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic",50,65,107,105,107,86
10012,Rotom-Mow,182,3,3,"electric, grass",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic",50,65,107,105,107,86
10013,Castform-Sunny,147,3,8,fire,forecast,"headbutt, tackle, body-slam, double-edge, disable",70,70,70,70,70,70
10014,Castform-Rainy,147,3,8,water,forecast,"headbutt, tackle, body-slam, double-edge, disable",70,70,70,70,70,70
10015,Castform-Snowy,147,3,8,ice,forecast,"headbutt, tackle, body-slam, double-edge, disable",70,70,70,70,70,70
10016,Basculin-Blue-Striped,161,10,180,water,"rock-head, adaptability, mold-breaker","cut, headbutt, tackle, take-down, thrash",70,92,65,80,55,98
10017,Darmanitan-Zen,189,13,929,"fire, psychic","sheer-force, zen-mode","mega-punch, fire-punch, mega-kick, headbutt, tackle",105,30,105,140,105,55
10018,Meloetta-Pirouette,270,6,65,"normal, fighting",serene-grace,"fire-punch, ice-punch, thunder-punch, swords-dance, sing",100,128,90,77,77,128
10019,Tornadus-Therian,290,14,630,flying,regenerator,"gust, fly, body-slam, take-down, thrash",79,100,80,110,90,121
10020,Thundurus-Therian,290,30,610,"electric, flying",volt-absorb,"thunder-punch, fly, body-slam, take-down, thrash",79,105,70,145,80,101
10021,Landorus-Therian,300,13,680,"ground, flying",intimidate,"swords-dance, fly, body-slam, take-down, leer",89,145,90,105,80,91
10022,Kyurem-Black,350,33,3250,"dragon, ice",teravolt,"cut, fly, body-slam, take-down, roar",125,170,100,120,90,95
10023,Kyurem-White,350,36,3250,"dragon, ice",turboblaze,"cut, fly, body-slam, take-down, roar",125,120,90,170,100,95
10024,Keldeo-Resolute,290,14,485,"water, fighting",justified,"swords-dance, cut, double-kick, take-down, double-edge",91,72,90,129,90,108
10025,Meowstic-Female,163,6,85,psychic,"keen-eye, infiltrator, competitive","pay-day, scratch, cut, leer, psybeam",74,48,76,83,81,104
10026,Aegislash-Blade,250,17,530,"steel, ghost",stance-change,"swords-dance, cut, tackle, hyper-beam, toxic",60,140,50,140,50,60
10027,Pumpkaboo-Small,67,3,35,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam",44,66,70,44,55,56
10028,Pumpkaboo-Large,67,5,75,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam",54,66,70,44,55,46
10029,Pumpkaboo-Super,67,8,150,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam",59,66,70,44,55,41
10030,Gourgeist-Small,173,7,95,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam",55,85,122,58,75,99
10031,Gourgeist-Large,173,11,140,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam",75,95,122,58,75,69
10032,Gourgeist-Super,173,17,390,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam",85,100,122,58,75,54
10033,Venusaur-Mega,281,24,1555,"grass, poison",thick-fat,"swords-dance, cut, bind, vine-whip, headbutt",80,100,123,122,120,80
10034,Charizard-Mega-X,285,17,1105,"fire, dragon",tough-claws,"fire-punch, thunder-punch, scratch, swords-dance, cut",78,130,111,130,85,100
10035,Charizard-Mega-Y,285,17,1005,"fire, flying",drought,"fire-punch, thunder-punch, scratch, swords-dance, cut",78,104,78,159,115,100
10036,Blastoise-Mega,284,16,1011,water,mega-launcher,"ice-punch, headbutt, tackle, tail-whip, bite",79,103,120,135,115,78
10037,Alakazam-Mega,270,12,480,psychic,trace,"fire-punch, ice-punch, thunder-punch, headbutt, disable",55,50,65,175,105,150
10038,Gengar-Mega,270,14,405,"ghost, poison",shadow-tag,"fire-punch, ice-punch, thunder-punch, headbutt, disable",60,65,80,170,95,130
10039,Kangaskhan-Mega,207,22,1000,normal,parental-bond,"comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch",105,125,100,60,100,100
10040,Pinsir-Mega,210,17,590,"bug, flying",aerilate,"vice-grip, guillotine, swords-dance, cut, bind",65,155,120,65,90,105
10041,Gyarados-Mega,224,65,3050,"water, dark",mold-breaker,"bind, headbutt, thrash, leer, bite",95,155,109,70,130,81
10042,Aerodactyl-Mega,215,21,790,"rock, flying",tough-claws,"wing-attack, whirlwind, fly, headbutt, take-down",80,135,85,70,95,150
10043,Mewtwo-Mega-X,351,23,1270,"psychic, fighting",steadfast,"pay-day, fire-punch, ice-punch, thunder-punch, headbutt",106,190,100,154,100,130
10044,Mewtwo-Mega-Y,351,15,330,psychic,insomnia,"pay-day, fire-punch, ice-punch, thunder-punch, headbutt",106,150,70,194,120,140
10045,Ampharos-Mega,275,14,615,"electric, dragon",mold-breaker,"fire-punch, thunder-punch, tackle, take-down, growl",90,95,105,165,110,45
10046,Scizor-Mega,210,20,1250,"bug, steel",technician,"razor-wind, swords-dance, cut, leer, hyper-beam",70,150,140,65,100,75
10047,Heracross-Mega,210,17,625,"bug, fighting",skill-link,"swords-dance, cut, horn-attack, fury-attack, tackle",80,185,115,40,105,75
10048,Houndoom-Mega,210,19,495,"dark, fire",solar-power,"leer, bite, roar, ember, flamethrower",75,90,90,140,90,115
10049,Tyranitar-Mega,315,25,2550,"rock, dark",sand-stream,"fire-punch, ice-punch, thunder-punch, cut, thrash",100,164,150,95,120,71
10050,Blaziken-Mega,284,19,520,"fire, fighting",speed-boost,"fire-punch, thunder-punch, scratch, swords-dance, cut",80,160,80,130,80,100
10051,Gardevoir-Mega,278,16,484,"psychic, fairy",pixilate,"fire-punch, ice-punch, thunder-punch, growl, hyper-beam",68,85,65,165,135,100
10052,Mawile-Mega,168,10,235,"steel, fairy",huge-power,"ice-punch, thunder-punch, vice-grip, swords-dance, slam",50,105,125,55,95,50
10053,Aggron-Mega,284,22,3950,steel,filter,"fire-punch, ice-punch, thunder-punch, cut, headbutt",70,140,230,60,80,50
10054,Medicham-Mega,179,13,315,"fighting, psychic",pure-power,"fire-punch, ice-punch, thunder-punch, hyper-beam, low-kick",60,100,85,80,85,100
10055,Manectric-Mega,201,18,440,electric,intimidate,"tackle, leer, bite, roar, flamethrower",70,75,80,135,80,135
10056,Banette-Mega,194,12,130,ghost,prankster,"hyper-beam, thunderbolt, thunder-wave, thunder, toxic",64,165,75,93,83,75
10057,Absol-Mega,198,12,490,dark,magic-bounce,"scratch, razor-wind, swords-dance, cut, double-edge",65,150,60,115,60,115
10058,Garchomp-Mega,315,19,950,"dragon, ground",sand-force,"swords-dance, cut, sand-attack, tackle, take-down",108,170,115,120,95,92
10059,Lucario-Mega,219,13,575,"fighting, steel",adaptability,"ice-punch, thunder-punch, swords-dance, roar, hyper-beam",70,145,88,140,70,112
10060,Abomasnow-Mega,208,27,1850,"grass, ice",snow-warning,"ice-punch, swords-dance, leer, mist, ice-beam",90,132,105,132,105,30
10061,Floette-Eternal,243,2,9,fairy,"flower-veil, symbiosis","vine-whip, tackle, razor-leaf, solar-beam, petal-dance",74,65,67,125,128,92
10062,Latias-Mega,315,18,520,"dragon, psychic",levitate,"cut, fly, roar, surf, ice-beam",80,100,120,140,150,110
10063,Latios-Mega,315,23,700,"dragon, psychic",levitate,"cut, fly, roar, surf, ice-beam",80,130,100,160,120,110
10064,Swampert-Mega,286,19,1020,"water, ground",swift-swim,"ice-punch, tackle, take-down, growl, roar",100,150,110,95,110,70
10065,Sceptile-Mega,284,19,552,"grass, dragon",lightning-rod,"pound, thunder-punch, swords-dance, cut, slam",70,110,75,145,85,145
10066,Sableye-Mega,168,5,1610,"dark, ghost",magic-bounce,"fire-punch, ice-punch, thunder-punch, scratch, cut",50,85,125,85,115,20
10067,Altaria-Mega,207,15,206,"dragon, fairy",pixilate,"fly, fury-attack, take-down, growl, roar",75,110,110,110,105,80
10068,Gallade-Mega,278,16,564,"psychic, fighting",inner-focus,"fire-punch, ice-punch, thunder-punch, swords-dance, cut",68,165,95,65,115,110
10069,Audino-Mega,425,15,320,"normal, fairy",healer,"pound, double-slap, fire-punch, ice-punch, thunder-punch",103,60,126,80,126,50
10070,Sharpedo-Mega,196,25,1303,"water, dark",strong-jaw,"leer, bite, roar, surf, ice-beam",70,140,70,110,65,105
10071,Slowbro-Mega,207,20,1200,"water, psychic",shell-armor,"pay-day, ice-punch, stomp, headbutt, tackle",95,75,180,130,80,30
10072,Steelix-Mega,214,105,7400,"steel, ground",sand-force,"cut, bind, slam, tackle, double-edge",75,125,230,55,95,30
10073,Pidgeot-Mega,261,22,505,"normal, flying",no-guard,"razor-wind, gust, wing-attack, whirlwind, fly",83,80,80,135,80,121
10074,Glalie-Mega,203,21,3502,ice,refrigerate,"headbutt, leer, bite, ice-beam, blizzard",80,120,80,120,80,100
10075,Diancie-Mega,315,11,278,"rock, fairy",magic-bounce,"tackle, hyper-beam, rock-throw, toxic, psychic",50,160,110,160,110,110
10076,Metagross-Mega,315,25,9429,"steel, psychic",tough-claws,"ice-punch, thunder-punch, cut, take-down, hyper-beam",80,145,150,105,110,110
10077,Kyogre-Primal,347,98,4300,water,primordial-sea,"body-slam, double-edge, roar, hydro-pump, surf",100,150,90,180,160,90
10078,Groudon-Primal,347,50,9997,"ground, fire",desolate-land,"fire-punch, thunder-punch, swords-dance, cut, roar",100,180,160,150,90,90
10079,Rayquaza-Mega,351,108,3920,"dragon, flying",delta-stream,"swords-dance, fly, bind, roar, flamethrower",105,180,100,180,100,115
10080,Pikachu-Rock-Star,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength",35,55,40,50,50,90
10081,Pikachu-Belle,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength",35,55,40,50,50,90
10082,Pikachu-Pop-Star,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength",35,55,40,50,50,90
10083,Pikachu-Phd,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength",35,55,40,50,50,90
10084,Pikachu-Libre,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength",35,55,40,50,50,90
10085,Pikachu-Cosplay,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength",35,55,40,50,50,90
10086,Hoopa-Unbound,306,65,4900,"psychic, dark",magician,"fire-punch, ice-punch, thunder-punch, take-down, psybeam",80,160,60,170,130,80
10087,Camerupt-Mega,196,25,3205,"fire, ground",sheer-force,"tackle, take-down, growl, roar, ember",70,120,100,145,105,20
10088,Lopunny-Mega,203,13,283,"normal, fighting",scrappy,"pound, fire-punch, ice-punch, thunder-punch, cut",65,136,94,54,96,135
10089,Salamence-Mega,315,18,1126,"dragon, flying",aerilate,"cut, fly, headbutt, double-edge, leer",95,145,130,120,90,120
10090,Beedrill-Mega,223,14,405,"bug, poison",adaptability,"swords-dance, cut, headbutt, fury-attack, twineedle",65,150,40,15,80,145
10091,Rattata-Alola,51,3,38,"dark, normal","gluttony, hustle, thick-fat","headbutt, tackle, double-edge, tail-whip, bite",30,56,35,25,35,72
10092,Raticate-Alola,145,7,255,"dark, normal","gluttony, hustle, thick-fat","swords-dance, headbutt, tackle, double-edge, tail-whip",75,71,70,40,80,77
10093,Raticate-Totem-Alola,145,14,1050,"dark, normal","gluttony, hustle, thick-fat","swords-dance, tackle, double-edge, tail-whip, bite",75,71,70,40,80,77
10094,Pikachu-Original-Cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35,55,40,50,50,90
10095,Pikachu-Hoenn-Cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35,55,40,50,50,90
10096,Pikachu-Sinnoh-Cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35,55,40,50,50,90
10097,Pikachu-Unova-Cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35,55,40,50,50,90
10098,Pikachu-Kalos-Cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35,55,40,50,50,90
10099,Pikachu-Alola-Cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35,55,40,50,50,90
10100,Raichu-Alola,243,7,210,"electric, psychic",surge-surfer,"mega-punch, pay-day, thunder-punch, slam, mega-kick",60,85,50,95,85,110
10101,Sandshrew-Alola,60,7,400,"ice, steel","snow-cloak, slush-rush","ice-punch, scratch, swords-dance, headbutt, body-slam",50,75,90,10,35,40
10102,Sandslash-Alola,158,12,550,"ice, steel","snow-cloak, slush-rush","ice-punch, scratch, swords-dance, headbutt, body-slam",75,100,120,25,65,65
10103,Vulpix-Alola,60,6,99,ice,"snow-cloak, snow-warning","headbutt, tackle, body-slam, take-down, double-edge",38,41,40,50,65,65
10104,Ninetales-Alola,177,11,199,"ice, fairy","snow-cloak, snow-warning","headbutt, tackle, body-slam, take-down, double-edge",73,67,75,81,100,109
10105,Diglett-Alola,53,2,10,"ground, steel","sand-veil, tangling-hair, sand-force","scratch, swords-dance, sand-attack, headbutt, body-slam",10,55,30,35,45,90
10106,Dugtrio-Alola,149,7,666,"ground, steel","sand-veil, tangling-hair, sand-force","scratch, swords-dance, sand-attack, headbutt, body-slam",35,100,60,50,70,110
10107,Meowth-Alola,58,4,42,dark,"pickup, technician, rattled","pay-day, scratch, headbutt, body-slam, take-down",40,35,35,50,40,90
10108,Persian-Alola,154,11,330,dark,"fur-coat, technician, rattled","pay-day, scratch, headbutt, body-slam, take-down",65,60,60,75,65,115
10109,Geodude-Alola,60,4,203,"rock, electric","magnet-pull, sturdy, galvanize","fire-punch, thunder-punch, headbutt, tackle, body-slam",40,80,100,30,30,20
10110,Graveler-Alola,137,10,1100,"rock, electric","magnet-pull, sturdy, galvanize","fire-punch, thunder-punch, headbutt, tackle, body-slam",55,95,115,45,45,35
10111,Golem-Alola,223,17,3160,"rock, electric","magnet-pull, sturdy, galvanize","mega-punch, fire-punch, thunder-punch, headbutt, tackle",80,120,130,55,65,45
10112,Grimer-Alola,65,7,420,"poison, dark","poison-touch, gluttony, power-of-alchemy","pound, fire-punch, ice-punch, thunder-punch, headbutt",80,80,50,40,50,25
10113,Muk-Alola,175,10,520,"poison, dark","poison-touch, gluttony, power-of-alchemy","pound, fire-punch, ice-punch, thunder-punch, headbutt",105,105,75,65,100,50
10114,Exeggutor-Alola,186,109,4156,"grass, dragon","frisk, harvest","swords-dance, headbutt, body-slam, take-down, double-edge",95,105,85,125,75,45
10115,Marowak-Alola,149,10,340,"fire, ghost","cursed-body, lightning-rod, rock-head","mega-punch, fire-punch, thunder-punch, swords-dance, mega-kick",60,80,110,50,80,45
10116,Greninja-Battle-Bond,239,15,400,"water, dark",battle-bond,"pound, ice-punch, growl, hydro-pump, surf",72,95,67,103,71,122
10117,Greninja-Ash,288,15,400,"water, dark",battle-bond,"pound, ice-punch, swords-dance, take-down, growl",72,145,67,153,71,132
10118,Zygarde-10-Power-Construct,243,12,335,"dragon, ground",power-construct,"bind, body-slam, bite, hyper-beam, earthquake",54,100,71,61,85,115
10119,Zygarde-50-Power-Construct,300,50,3050,"dragon, ground",power-construct,"bind, body-slam, bite, hyper-beam, earthquake",108,100,121,81,95,95
10120,Zygarde-Complete,354,45,6100,"dragon, ground",power-construct,"bind, body-slam, bite, hyper-beam, earthquake",216,100,121,91,95,85
10121,Gumshoos-Totem,146,14,600,normal,"stakeout, strong-jaw, adaptability","fire-punch, ice-punch, thunder-punch, sand-attack, tackle",88,110,60,55,60,45
10122,Vikavolt-Totem,225,26,1475,"bug, electric",levitate,"vice-grip, guillotine, bite, hyper-beam, solar-beam",77,70,90,145,75,43
10123,Oricorio-Pom-Pom,167,6,34,"electric, flying",dancer,"pound, double-slap, swords-dance, fly, take-down",75,70,70,98,70,93
10124,Oricorio-Pau,167,6,34,"psychic, flying",dancer,"pound, double-slap, swords-dance, fly, take-down",75,70,70,98,70,93
10125,Oricorio-Sensu,167,6,34,"ghost, flying",dancer,"pound, double-slap, swords-dance, fly, take-down",75,70,70,98,70,93
10126,Lycanroc-Midnight,170,11,250,rock,"keen-eye, vital-spirit, no-guard","mega-punch, fire-punch, thunder-punch, swords-dance, mega-kick",85,115,75,55,75,82
10127,Wishiwashi-School,217,82,786,water,schooling,"take-down, double-edge, growl, mist, water-gun",45,140,130,140,135,30
10128,Lurantis-Totem,168,15,580,grass,"leaf-guard, contrary","swords-dance, hyper-beam, growth, razor-leaf, solar-beam",70,105,90,80,90,45
10129,Salazzle-Totem,168,21,810,"poison, fire","corrosion, oblivious","pound, double-slap, disable, ember, flamethrower",68,64,60,111,60,117
10130,Minior-Orange-Meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,60,100,60,100,60
10131,Minior-Yellow-Meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,60,100,60,100,60
10132,Minior-Green-Meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,60,100,60,100,60
10133,Minior-Blue-Meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,60,100,60,100,60
10134,Minior-Indigo-Meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,60,100,60,100,60
10135,Minior-Violet-Meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,60,100,60,100,60
10136,Minior-Red,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,100,60,100,60,120
10137,Minior-Orange,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,100,60,100,60,120
10138,Minior-Yellow,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,100,60,100,60,120
10139,Minior-Green,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,100,60,100,60,120
10140,Minior-Blue,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,100,60,100,60,120
10141,Minior-Indigo,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,100,60,100,60,120
10142,Minior-Violet,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,100,60,100,60,120
10143,Mimikyu-Busted,167,2,7,"ghost, fairy",disguise,"scratch, swords-dance, take-down, surf, hyper-beam",55,90,80,50,105,96
10144,Mimikyu-Totem-Disguised,167,4,28,"ghost, fairy",disguise,"scratch, swords-dance, hyper-beam, thunderbolt, thunder-wave",55,90,80,50,105,96
10145,Mimikyu-Totem-Busted,167,4,28,"ghost, fairy",disguise,"scratch, swords-dance, surf, hyper-beam, thunderbolt",55,90,80,50,105,96
10146,Kommo-O-Totem,270,24,2075,"dragon, fighting","bulletproof, soundproof, overcoat","fire-punch, ice-punch, thunder-punch, swords-dance, headbutt",75,110,125,100,105,85
10147,Magearna-Original,300,10,805,"steel, fairy",soul-heart,"body-slam, take-down, sonic-boom, ice-beam, psybeam",80,95,115,130,115,65
10148,Pikachu-Partner-Cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35,55,40,50,50,90
10149,Marowak-Totem,149,17,980,"fire, ghost","cursed-body, lightning-rod, rock-head","fire-punch, thunder-punch, swords-dance, thrash, tail-whip",60,80,110,50,80,45
10150,Ribombee-Totem,162,4,20,"bug, fairy","honey-gather, shield-dust, sweet-veil","absorb, solar-beam, stun-spore, toxic, psychic",60,55,60,95,70,124
10151,Rockruff-Own-Tempo,56,5,92,rock,own-tempo,"swords-dance, sand-attack, tackle, body-slam, take-down",45,65,40,30,40,60
10152,Lycanroc-Dusk,170,8,250,rock,tough-claws,"swords-dance, sand-attack, tackle, take-down, thrash",75,117,65,55,65,110
10153,Araquanid-Totem,159,31,2175,"water, bug","water-bubble, water-absorb","bite, surf, ice-beam, blizzard, bubble-beam",68,70,92,50,132,42
10154,Togedemaru-Totem,152,6,130,"electric, steel","iron-barbs, lightning-rod, sturdy","tackle, twineedle, pin-missile, thunder-shock, thunderbolt",65,98,63,40,73,96
10155,Necrozma-Dusk,340,38,4600,"psychic, steel",prism-armor,"swords-dance, body-slam, hyper-beam, solar-beam, thunder-wave",97,157,127,113,109,77
10156,Necrozma-Dawn,340,42,3500,"psychic, ghost",prism-armor,"swords-dance, body-slam, hyper-beam, solar-beam, thunder-wave",97,113,109,157,127,77
10157,Necrozma-Ultra,339,75,2300,"psychic, dragon",neuroforce,"swords-dance, hyper-beam, solar-beam, thunder-wave, earthquake",97,167,97,167,97,129
10158,Pikachu-Starter,86,4,60,electric,"static, lightning-rod","pay-day, thunder-punch, slam, double-kick, headbutt",45,80,50,75,60,120
10159,Eevee-Starter,87,3,65,normal,"run-away, adaptability, anticipation","pay-day, double-kick, sand-attack, headbutt, tackle",65,75,70,65,85,75
10160,Pikachu-World-Cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35,55,40,50,50,90
10161,Meowth-Galar,58,4,75,steel,"pickup, tough-claws, unnerve","pay-day, scratch, swords-dance, body-slam, take-down",50,65,55,40,40,40
10162,Ponyta-Galar,82,8,240,psychic,"run-away, pastel-veil, anticipation","stomp, double-kick, horn-drill, tackle, body-slam",50,85,55,65,65,90
10163,Rapidash-Galar,175,17,800,"psychic, fairy","run-away, pastel-veil, anticipation","pay-day, swords-dance, stomp, tackle, body-slam",65,100,70,80,80,105
10164,Slowpoke-Galar,63,12,360,psychic,"gluttony, own-tempo, regenerator","pay-day, stomp, headbutt, tackle, body-slam",90,65,65,40,40,15
10165,Slowbro-Galar,172,16,705,"poison, psychic","quick-draw, own-tempo, regenerator","mega-punch, pay-day, ice-punch, mega-kick, headbutt",95,100,95,100,70,30
10166,Farfetchd-Galar,132,8,420,fighting,"steadfast, scrappy","swords-dance, slam, sand-attack, body-slam, double-edge",52,95,55,58,62,55
10167,Weezing-Galar,172,30,160,"poison, fairy","levitate, neutralizing-gas, misty-surge","tackle, body-slam, take-down, double-edge, flamethrower",65,90,120,85,70,60
10168,Mr-Mime-Galar,161,14,568,"ice, psychic","vital-spirit, screen-cleaner, ice-body","pound, mega-punch, ice-punch, double-kick, mega-kick",50,65,65,90,90,100
10169,Articuno-Galar,290,17,509,"psychic, flying",competitive,"gust, fly, take-down, psybeam, hyper-beam",90,85,85,125,100,95
10170,Zapdos-Galar,290,16,582,"fighting, flying",defiant,"fly, mega-kick, take-down, double-edge, hyper-beam",90,125,90,85,90,100
10171,Moltres-Galar,290,20,660,"dark, flying",berserk,"gust, wing-attack, fly, take-down, leer",90,85,90,100,125,90
10172,Slowking-Galar,172,18,795,"poison, psychic","curious-medicine, own-tempo, regenerator","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch",95,65,80,110,110,30
10173,Corsola-Galar,144,6,5,ghost,"weak-armor, cursed-body","tackle, body-slam, disable, hydro-pump, surf",60,55,100,65,100,30
10174,Zigzagoon-Galar,56,4,175,"dark, normal","pickup, gluttony, quick-feet","sand-attack, headbutt, tackle, body-slam, take-down",38,30,41,30,41,60
10175,Linoone-Galar,147,5,325,"dark, normal","pickup, gluttony, quick-feet","sand-attack, headbutt, tackle, body-slam, take-down",78,70,61,50,61,100
10176,Darumaka-Galar,63,7,400,ice,"hustle, inner-focus","mega-punch, fire-punch, ice-punch, mega-kick, headbutt",70,90,45,15,45,50
10177,Darmanitan-Galar-Standard,168,17,1200,ice,"gorilla-tactics, zen-mode","mega-punch, fire-punch, ice-punch, mega-kick, headbutt",105,140,55,30,55,95
10178,Darmanitan-Galar-Zen,189,17,1200,"ice, fire","gorilla-tactics, zen-mode","mega-punch, fire-punch, ice-punch, mega-kick, headbutt",105,160,55,30,55,135
